"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","location","long","lat"
"1","December 31, 2015","Louisiana","New Orleans","1900 block of Amelia Street",0,6,"N/A","New Orleans ,   Louisiana",-90.0715323,29.9510658
"2","December 27, 2015","Tennessee","Jackson","North Parkway",0,4,"N/A","Jackson ,   Tennessee",-88.8139469,35.6145169
"3","December 26, 2015","Pennsylvania","Philadelphia","4210 Macalester St",0,4,"N/A","Philadelphia ,   Pennsylvania",-75.1652215,39.9525839
"4","December 25, 2015","Florida","Jacksonville","Franklin and Odessa",0,4,"N/A","Jacksonville ,   Florida",-81.655651,30.3321838
"5","December 25, 2015","Alabama","Mobile","785 Schillinger Rd S",0,4,"N/A","Mobile ,   Alabama",-88.0398912,30.6953657
"6","December 21, 2015","California","San Leandro","14600 block of East 14th Street",0,4,"N/A","San Leandro ,   California",-122.1560768,37.7249296
"7","December 20, 2015","North Carolina","Wilmington","11th and Castle Street",1,4,"N/A","Wilmington ,   North Carolina",-77.9447102,34.2257255
"8","December 20, 2015","Florida","Miami (Goulds)","21630 Southwest 120th Avenue",1,4,"N/A","Miami (Goulds) ,   Florida",-80.3822765,25.5626072
"9","December 20, 2015","Florida","Miami-dade (county)","Northeast Seventh Avenue and Northeast 166th Street",0,4,"N/A","Miami-dade (county) ,   Florida",-80.6326916,25.5516034
"10","December 14, 2015","Illinois","Lovejoy (Brooklyn)","307 Jefferson St",1,3,"N/A","Lovejoy (Brooklyn) ,   Illinois",-90.1644953,38.6598319
"11","December 13, 2015","California","Los Angeles","5550 S. Flower Street",1,3,"N/A","Los Angeles ,   California",-118.2436849,34.0522342
"12","December 13, 2015","California","Huntington Beach","17000 block of Keelson Lane",0,4,"N/A","Huntington Beach ,   California",-117.9988026,33.6594835
"13","December 12, 2015","Georgia","Savannah","Whitaker Street",0,4,"N/A","Savannah ,   Georgia",-81.0998342,32.0835407
"14","December 11, 2015","Maryland","Baltimore","5100 block of Park Heights Avenue",1,3,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"15","December 11, 2015","Pennsylvania","Pittsburgh (Mount Oliver)","200 block of  Brownsville Road",0,4,"N/A","Pittsburgh (Mount Oliver) ,   Pennsylvania",-79.9794161,40.4109925
"16","December 8, 2015","Ohio","Cincinnati (Fairmount)","2300 block of Baltimore Avenue",1,3,"N/A","Cincinnati (Fairmount) ,   Ohio",-84.553555,39.127837
"17","December 6, 2015","Louisiana","Raceland","Market Street",1,3,"N/A","Raceland ,   Louisiana",-90.5989759,29.7274331
"18","December 6, 2015","Nebraska","Omaha","North 108th Street and Military Road",2,3,"N/A","Omaha ,   Nebraska",-95.9979883,41.2523634
"19","December 2, 2015","California","San Bernardino","1365 South Waterman Avenue",16,19,"N/A","San Bernardino ,   California",-117.2897652,34.1083449
"20","December 2, 2015","Georgia","Savannah","100 block of West 33rd Street",1,3,"N/A","Savannah ,   Georgia",-81.0998342,32.0835407
"21","November 29, 2015","Illinois","Kankakee","648 E. Court St",0,5,"N/A","Kankakee ,   Illinois",-87.8611531,41.1200325
"22","November 27, 2015","Colorado","Colorado Springs","3480 Centennial Blvd",3,9,"N/A","Colorado Springs ,   Colorado",-104.8213634,38.8338816
"23","November 27, 2015","California","Sacramento","7900 block of Florin Road",2,2,"N/A","Sacramento ,   California",-121.4943996,38.5815719
"24","November 24, 2015","South Carolina","Horry (county)","1321 Colletta Court",0,4,"N/A","Horry (county) ,   South Carolina",-78.9288242,33.9196567
"25","November 23, 2015","Ohio","Columbus","90 block of S. Terrace Avenue",4,1,"N/A","Columbus ,   Ohio",-82.9987942,39.9611755
"26","November 23, 2015","Minnesota","Minneapolis","Morgan Avenue North",0,5,"N/A","Minneapolis ,   Minnesota",-93.2650108,44.977753
"27","November 22, 2015","Texas","Brownsville","1800 block of FM 802",0,4,"N/A","Brownsville ,   Texas",-97.4974838,25.9017472
"28","November 22, 2015","Washington","Seattle","Broadway and Pike",0,4,"N/A","Seattle ,   Washington",-122.3320708,47.6062095
"29","November 22, 2015","New York","Newburgh","203 Broadway",0,5,"N/A","Newburgh ,   New York",-74.0104178,41.5034271
"30","November 22, 2015","South Carolina","North Charleston","Park Circle",1,3,"N/A","North Charleston ,   South Carolina",-79.9748103,32.8546197
"31","November 22, 2015","Illinois","Chicago","4100 block of West Roosevelt",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
